,name,price,discount,rating,bank,total_review
667,MSI Thin A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹47,990",34% off,4.3,Top Discount of the Sale,344 Ratings & 33 Reviews
668,Lenovo ThinkBook 15 G4 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) TB15 G4 IAP Th...,"₹42,990",50% off,4.1,Bank Offer,202 Ratings & 17 Reviews
669,DELL G15-5530 Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA ...,"₹77,890",23% off,4,Bank Offer,32 Ratings & 2 Reviews
670,"ASUS Vivobook Go 15 OLED, with Backlit Keyboard, AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Window...","₹32,990",46% off,4.4,Top Discount of the Sale,"4,379 Ratings & 473 Reviews"
671,Acer Aspire 5 Gaming Intel Core i5 12th Gen 1240P - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NV...,"₹61,370",31% off,4.1,Bank Offer,68 Ratings & 6 Reviews
672,Samsung Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L...,"₹35,990",37% off,4.4,Upto,"7,146 Ratings & 709 Reviews"
673,Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,"₹47,690",39% off,4.4,Upto,"12,735 Ratings & 1,018 Reviews"
674,Lenovo LOQ Essential Intel Core i5 12th Gen 12450HX - (12 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/...,"₹56,490",29% off,3.8,Upto,19 Ratings & 0 Reviews
675,"ASUS Vivobook Go 15 OLED, with Backlit Keyboard, AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Window...","₹32,990",46% off,4.4,Top Discount of the Sale,"4,379 Ratings & 473 Reviews"
676,ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ130WS | ...,"₹29,240",35% off,4.3,Top Discount of the Sale,879 Ratings & 60 Reviews
677,DELL 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 3535 Thin and Light Laptop,"₹40,990",27% off,4.3,Top Discount of the Sale,"1,142 Ratings & 80 Reviews"
678,HP AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 14-em0025AU Thin and Light Laptop,"₹41,590",12% off,4.2,Upto,74 Ratings & 9 Reviews
679,Infinix Y2 series Intel Core i3 11th Gen 1115G4 - (16 GB/512 GB SSD/Windows 11 Home) XL29 Thin and Lig...,"₹31,454",30% off,4.2,Bank Offer,"2,641 Ratings & 296 Reviews"
680,Samsung Galaxy Book5 AI Metal Intel Core Ultra 7 255U - (32 GB/1 TB SSD/Windows 11 Home) NP750XHD Thin...,"₹1,21,889",17% off,,Upto,
681,Lenovo Intel Core i5 12th Gen 12450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce...,"₹69,999",30% off,4.8,Bank Offer,5 Ratings & 1 Reviews
682,ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ5542WS ...,"₹37,579",32% off,4.2,Top Discount of the Sale,623 Ratings & 32 Reviews
683,"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i3 13th Gen 1315U...","₹32,990",34% off,4.3,Top Discount of the Sale,"1,855 Ratings & 121 Reviews"
684,"ASUS Vivobook Go 15, 12th Gen, Equivalent to Intel 12th Gen, Intel Core i3 N305 - (8 GB/512 GB SSD/Win...","₹33,580",34% off,4.3,Bank Offer,323 Ratings & 27 Reviews
685,DELL 14 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) OIN54403001F1RINU1O Thin and ...,"₹34,749",33% off,4.5,Bank Offer,4 Ratings & 0 Reviews
686,"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Intel Core i3 13th Gen 1315U - (8 GB/512 GB SS...","₹32,990",36% off,4.3,Top Discount of the Sale,"1,855 Ratings & 121 Reviews"
687,MSI Thin A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹47,990",34% off,4.3,Top Discount of the Sale,344 Ratings & 33 Reviews
688,HP Envy x360 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 15-fh0015AU Laptop,"₹69,499",20% off,3.5,Bank Offer,14 Ratings & 1 Reviews
689,Lenovo V 14 (2025) Intel Core i5 13th Gen 13420H - (24 GB/512 GB SSD/Windows 11 Home) V14 Thin and Lig...,"₹50,739",48% off,,Bank Offer,
690,Infinix X1 Slim Series Intel Core i3 10th Gen 1005G1 - (8 GB/256 GB SSD/Windows 11 Home) XL21 Thin and...,"₹29,990",40% off,4.2,Top Discount of the Sale,"1,106 Ratings & 182 Reviews"
691,Lenovo Intel Core i3 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) V14 Thin and Light Laptop,"₹33,790",36% off,4.1,Upto,140 Ratings & 9 Reviews
692,"DELL Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3530,Vostro 3530 RPL Thin...","₹32,990",29% off,4.1,Top Discount of the Sale,355 Ratings & 13 Reviews
693,"ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i3 13th Gen 1315U...","₹32,990",35% off,4.3,Top Discount of the Sale,"1,855 Ratings & 121 Reviews"
694,MSI Sword 16 HX Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA ...,"₹99,990",28% off,4.6,Top Discount of the Sale,205 Ratings & 18 Reviews
695,"DELL Inspiron 5430 Intel Core i7 13th Gen 13th Generation Intel® Core™ i7-1355U Processor (12MB Cache,...","₹75,990",23% off,4,Bank Offer,12 Ratings & 2 Reviews
696,Samsung Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L...,"₹35,990",37% off,4.4,Upto,"7,146 Ratings & 709 Reviews"
697,Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,"₹47,690",39% off,4.4,Upto,"12,735 Ratings & 1,018 Reviews"
698,WINGS Nuvobook V1 Aluminium Alloy Metal Body Intel Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Wi...,"₹31,990",46% off,4.1,Bank Offer,"2,295 Ratings & 395 Reviews"
699,Samsung Galaxy Book4 360 Evo Intel Core 7 150U - (16 GB/512 GB SSD/Windows 11 Home) NP750QGK-KG2IN / N...,"₹1,08,999",23% off,4.2,Bank Offer,17 Ratings & 4 Reviews
700,Lenovo Legion 5 Intel Core i7 13th Gen 13650HX - (24 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDI...,"₹1,14,490",30% off,4.6,Top Discount of the Sale,225 Ratings & 21 Reviews
701,Lenovo IdeaPad Slim 3 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) IdeaPad Slim 3 1...,"₹29,900",44% off,4,Lowest Price Live,10 Ratings & 0 Reviews
702,ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ130WS | ...,"₹29,240",35% off,4.3,Top Discount of the Sale,879 Ratings & 60 Reviews
703,"ASUS Vivobook Go 15 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, AMD Ryzen 3 Quad Core 732...","₹30,032",31% off,4.3,Bank Offer,879 Ratings & 60 Reviews
704,HP AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/AMD Radeon AMD) 15-fb0153AX Gaming L...,"₹49,400",29% off,3.4,Bank Offer,5 Ratings & 0 Reviews
705,HP 15s Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0013TU Thin and Light La...,"₹52,390",31% off,4.1,Lowest price since launch,456 Ratings & 35 Reviews
706,DELL 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 3535 Thin and Light Laptop,"₹40,990",27% off,4.3,Top Discount of the Sale,"1,142 Ratings & 80 Reviews"
707,ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ5542WS ...,"₹37,579",32% off,4.2,Top Discount of the Sale,623 Ratings & 32 Reviews
708,DELL Inspiron MSO 2024 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 3530...,"₹52,990",28% off,4.2,Bank Offer,312 Ratings & 14 Reviews
709,DELL Inspiron 3520 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 La...,"₹37,990",22% off,4.3,Top Discount of the Sale,"4,895 Ratings & 342 Reviews"
710,Acer Chromebook Plus Google AI Intel Core i3 N305 - (8 GB/256 GB SSD/Chrome OS) CB514-4H-39T7 Chromebo...,"₹29,990",40% off,3.9,Upto,963 Ratings & 99 Reviews
711,Lenovo IdeaPad 5 2-in-1 WUXGA IPS AMD Ryzen 5 Hexa Core 8645HS - (16 GB/512 GB SSD/Windows 11 Home) 14...,"₹68,490",30% off,3.8,Top Discount of the Sale,4 Ratings & 0 Reviews
712,"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i3 13th Gen 1315U...","₹32,990",34% off,4.3,Top Discount of the Sale,"1,855 Ratings & 121 Reviews"
713,"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Intel Core i3 13th Gen 1315U - (8 GB/512 GB SS...","₹32,990",36% off,4.3,Top Discount of the Sale,"1,855 Ratings & 121 Reviews"
714,DELL Inspiron 3530 Intel Core i7 13th Gen 1355U� - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Th...,"₹67,490",24% off,4.2,Lowest Price Live,194 Ratings & 13 Reviews
715,"ASUS Vivobook S16 (2025) with Office 2024 + M365 Basic*, Metal Body*, Intel Core Ultra 7 255H - (16 GB...","₹89,503",26% off,,Bank Offer,
716,MSI Thin A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹47,990",34% off,4.3,Top Discount of the Sale,344 Ratings & 33 Reviews
717,"DELL Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3530,Vostro 3530 RPL Thin...","₹32,990",29% off,4.1,Top Discount of the Sale,355 Ratings & 13 Reviews
718,HP Victus Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/Intel Integrated NVIDIA® Ge...,"₹64,990",17% off,3.1,Bank Offer,7 Ratings & 1 Reviews
719,DELL Latitude 3540 (2024) Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Pro) Latitude 35...,"₹35,290",50% off,4.1,Upto,156 Ratings & 9 Reviews
720,HP 15s AMD Athlon Dual Core 3050U - (8 GB/512 GB SSD/Windows 11 Home) 15s-ey1509AU Thin and Light Lapt...,"₹33,990",5% off,4.1,Bank Offer,"3,997 Ratings & 295 Reviews"
721,ASUS ROG Ally AMD Ryzen Z1 Octa Core Extreme - (16 GB/512 GB SSD/Windows 11 Home) RC71L-NH001W Handhel...,"₹83,990",,4.4,Upto,"1,150 Ratings & 159 Reviews"
722,Samsung Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L...,"₹35,990",37% off,4.4,Upto,"7,146 Ratings & 709 Reviews"
723,Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,"₹47,690",39% off,4.4,Upto,"12,735 Ratings & 1,018 Reviews"
724,DELL Latitude 3540 (2025) Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Latitude 3...,"₹35,290",50% off,4.2,Bank Offer,135 Ratings & 14 Reviews
725,MSI Commercial 14 H Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) Commercial 14 H A...,"₹57,990",45% off,4.1,Upto,30 Ratings & 4 Reviews
726,ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ130WS | ...,"₹29,240",35% off,4.3,Top Discount of the Sale,879 Ratings & 60 Reviews
727,DELL 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 3535 Thin and Light Laptop,"₹40,990",27% off,4.3,Top Discount of the Sale,"1,142 Ratings & 80 Reviews"
728,ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK327WS Th...,"₹28,990",43% off,4.3,Upto,"1,609 Ratings & 151 Reviews"
729,Lenovo V 14 (2025) Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Pro) V 14 Thin and Ligh...,"₹34,290",51% off,3.6,Bank Offer,8 Ratings & 1 Reviews
730,DELL Inspiron Intel Core i5 11th Gen 1135G7 - (16 GB/512 GB SSD/Windows 11 Home) INSPIRON 3511 Thin an...,"₹52,749",34% off,4.2,Bank Offer,600 Ratings & 48 Reviews
731,MSI Commercial 14 H Pro Intel Core i7 13th Gen 13700H - (32 GB/1 TB SSD/Windows 11 Pro) Commercial 14 ...,"₹79,990",35% off,4,Top Discount of the Sale,6 Ratings & 1 Reviews
732,ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ5542WS ...,"₹37,579",32% off,4.2,Top Discount of the Sale,623 Ratings & 32 Reviews
733,"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i3 13th Gen 1315U...","₹32,990",34% off,4.3,Top Discount of the Sale,"1,855 Ratings & 121 Reviews"
734,HP Laptop Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) 15s-fy5010TU Thin and Light...,"₹35,990",22% off,4.2,Bank Offer,"6,444 Ratings & 376 Reviews"
735,MSI Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-1202IN Thin and ...,"₹49,990",23% off,4.3,Upto,28 Ratings & 1 Reviews
736,"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Intel Core i3 13th Gen 1315U - (8 GB/512 GB SS...","₹32,990",36% off,4.3,Top Discount of the Sale,"1,855 Ratings & 121 Reviews"
737,MSI Thin A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹47,990",34% off,4.3,Top Discount of the Sale,344 Ratings & 33 Reviews
738,DELL Inspiron Intel Core i5 11th Gen 1135G7 - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and...,"₹54,480",27% off,4,Bank Offer,218 Ratings & 21 Reviews
739,ASUS (2024) Intel Celeron Dual Core N4020 - (4 GB/1 TB HDD/Windows 11 Home) X543MA-GQ1015T Thin and Li...,"₹21,990",29% off,3.9,Bank Offer,"3,700 Ratings & 480 Reviews"
740,DELL Inspiron AMD Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 10) INSPIRON 3505 Laptop,"₹30,990",40% off,4.3,Lowest Price Live,623 Ratings & 65 Reviews
741,DELL Inspiron Intel Pentium Silver N5030 - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3521 Notebook,"₹27,990",37% off,4.1,Bank Offer,383 Ratings & 39 Reviews
742,"DELL Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3530,Vostro 3530 RPL Thin...","₹32,990",29% off,4.1,Top Discount of the Sale,355 Ratings & 13 Reviews
743,"ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i3 13th Gen 1315U...","₹32,990",35% off,4.3,Top Discount of the Sale,"1,855 Ratings & 121 Reviews"
744,"ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Qualcomm Snapdragon X - (16 ...","₹52,990",35% off,4.5,Top Discount of the Sale,148 Ratings & 15 Reviews
745,"ASUS Zenbook 14 OLED (2025) with Touch Screen, Backlit Keyboard, Full Metal Body, Intel Core Ultra 5 2...","₹92,990",31% off,4.8,Top Discount of the Sale,19 Ratings & 2 Reviews
746,Samsung Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L...,"₹35,990",37% off,4.4,Upto,"7,146 Ratings & 709 Reviews"
747,Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,"₹47,690",39% off,4.4,Upto,"12,735 Ratings & 1,018 Reviews"
748,HP Professional 15 (2025) Intel Core i5 13th Gen 1334U - (32 GB/512 GB SSD/Windows 11 Pro) 15 G10 Thin...,"₹54,799",44% off,,Bank Offer,
749,Acer Nitro V AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹49,990",41% off,4.3,Top Discount of the Sale,575 Ratings & 51 Reviews
750,MSI Cyborg 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,"₹57,990",35% off,4.6,Top Discount of the Sale,128 Ratings & 15 Reviews
751,Lenovo V 14 (2025) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) V 14 Thin and Light...,"₹28,290",38% off,4.3,Bank Offer,6 Ratings & 0 Reviews
752,ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ130WS | ...,"₹29,240",35% off,4.3,Top Discount of the Sale,879 Ratings & 60 Reviews
753,"ASUS Vivobook Go 15 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, AMD Ryzen 3 Quad Core 732...","₹30,032",31% off,4.3,Bank Offer,879 Ratings & 60 Reviews
754,DELL 15 Intel Core i3 13th Gen 1305U - (16 GB/512 GB SSD/Windows 11 Home) OVN353025001RINB1O Thin and ...,"₹38,999",25% off,4.1,Bank Offer,189 Ratings & 15 Reviews
755,DELL Latitude 3440 (2025) Intel Core i3 12th Gen 1215U - (32 GB/512 GB SSD/Windows 11 Pro) 3440 Busine...,"₹38,290",44% off,5,Bank Offer,6 Ratings & 0 Reviews
756,DELL 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 3535 Thin and Light Laptop,"₹40,990",27% off,4.3,Top Discount of the Sale,"1,142 Ratings & 80 Reviews"
757,ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ5542WS ...,"₹37,579",32% off,4.2,Top Discount of the Sale,623 Ratings & 32 Reviews
758,HP Professional 240 G10 (2025) Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Pro) 240 G10...,"₹50,597",44% off,,Bank Offer,
759,Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) 16IRL8 Thin a...,"₹72,990",19% off,4.2,Lowest Price Live,538 Ratings & 63 Reviews
760,HP 15s Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq2717TU Thin and Light L...,"₹36,990",26% off,4.2,Bank Offer,"1,204 Ratings & 96 Reviews"
761,"ASUS Gaming V16 (2025) for Creator with Office 2024 + M365 Basic*, AI PC(i7 14th gen) Intel Core 7 240...","₹1,14,990",23% off,5,Top Discount of the Sale,4 Ratings & 0 Reviews
762,"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i3 13th Gen 1315U...","₹32,990",34% off,4.3,Top Discount of the Sale,"1,855 Ratings & 121 Reviews"
763,"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Intel Core i3 13th Gen 1315U - (8 GB/512 GB SS...","₹32,990",36% off,4.3,Top Discount of the Sale,"1,855 Ratings & 121 Reviews"
764,HP 255 G9 Silver AMD Ryzen 5 Hexa Core AMD Ryzen5-5625U - (8 GB/512 GB SSD/Windows 11 Home) 255 G9 Bus...,"₹31,990",40% off,4.1,Bank Offer,244 Ratings & 17 Reviews
765,DELL 16 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) 5640 Laptop,"₹63,990",5% off,4.5,Upto,8 Ratings & 1 Reviews
766,MSI Thin A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹47,990",34% off,4.3,Top Discount of the Sale,344 Ratings & 33 Reviews
767,"DELL Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3530,Vostro 3530 RPL Thin...","₹32,990",29% off,4.1,Top Discount of the Sale,355 Ratings & 13 Reviews
768,Lenovo LOQ Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Pro/6 GB Graphics/NVIDIA GeFo...,"₹89,990",21% off,3,Bank Offer,5 Ratings & 1 Reviews
769,"HP Professional 14, Intel Core i5 13th Gen -1334U Turbo Boost with Finger Print and Backlit Keyboard -...","₹55,205",26% off,3.9,Bank Offer,10 Ratings & 1 Reviews
770,MSI AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-285IN Business Lapt...,"₹45,990",39% off,4.4,Top Discount of the Sale,7 Ratings & 0 Reviews
771,Lenovo IdeaPad 5 2-in-1 Core 5 120U WUXGA IPS Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) 1...,"₹61,990",45% off,4.7,Top Discount of the Sale,3 Ratings & 0 Reviews
772,Samsung Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L...,"₹35,990",37% off,4.4,Upto,"7,146 Ratings & 709 Reviews"
773,Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,"₹47,690",39% off,4.4,Upto,"12,735 Ratings & 1,018 Reviews"
774,Lenovo LOQ Intel Core i5 12th Gen 12450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics) LOQ 15IAX...,"₹69,990",28% off,4.9,Lowest price since launch,8 Ratings & 0 Reviews
775,DELL Inspiron Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3511 Thin and...,"₹48,500",32% off,4.1,Bank Offer,241 Ratings & 21 Reviews
776,ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ130WS | ...,"₹29,240",35% off,4.3,Top Discount of the Sale,879 Ratings & 60 Reviews
777,DELL 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 3535 Thin and Light Laptop,"₹40,990",27% off,4.3,Top Discount of the Sale,"1,142 Ratings & 80 Reviews"
778,DELL Inspiron Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and...,"₹37,990",24% off,4.2,Bank Offer,490 Ratings & 36 Reviews
779,HP Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Pro) 250 G8 Laptop,"₹33,750",37% off,4.2,Bank Offer,28 Ratings & 1 Reviews
780,"Lenovo IdeaPad Slim 3 Intel Intel Core i7 13th Gen Core™ i7-13620H, 10C (6P + 4E) / 16T, P-core 2.4 / ...","₹62,913",34% off,3.9,Bank Offer,36 Ratings & 3 Reviews
781,ASUS TUF Gaming F15 with 90Whr Battery Intel Core i7 12th Gen 12700H - (16 GB/1 TB SSD/Windows 11 Home...,"₹90,990",17% off,4.3,Lowest Price Live,49 Ratings & 4 Reviews
782,ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ5542WS ...,"₹37,579",32% off,4.2,Top Discount of the Sale,623 Ratings & 32 Reviews
783,"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i3 13th Gen 1315U...","₹32,990",34% off,4.3,Top Discount of the Sale,"1,855 Ratings & 121 Reviews"
784,Lenovo V 14 (2025) Intel Core i5 13th Gen 13420H - (8 GB/512 GB SSD/Windows 11 Pro) V14 Thin and Light...,"₹46,172",48% off,,Bank Offer,
785,Acer Nitro 5 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹54,999",43% off,4.3,Top Discount of the Sale,753 Ratings & 75 Reviews
786,"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Intel Core i3 13th Gen 1315U - (8 GB/512 GB SS...","₹32,990",36% off,4.3,Top Discount of the Sale,"1,855 Ratings & 121 Reviews"
787,MSI Thin A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹47,990",34% off,4.3,Top Discount of the Sale,344 Ratings & 33 Reviews
788,HP Intel Intel Core i3 10th Gen 10110U - (8 GB/512 GB SSD/Windows 10 Home) 15s-DU1516TU Thin and Light...,"₹37,899",21% off,4.3,Bank Offer,"1,483 Ratings & 137 Reviews"
789,DELL 15 Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) 3530 Thin and Light Laptop,"₹48,490",22% off,4.4,Upto,17 Ratings & 1 Reviews
790,DELL Latitude 3440 (2024) Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Pro) Latitude 34...,"₹36,200",46% off,4.1,Bank Offer,102 Ratings & 6 Reviews
791,HP Pavilion Intel Core i5 13th Gen 1335U - (16 GB/1 TB SSD/Windows 11 Home) 15-eg3018TU Thin and Light...,"₹69,990",22% off,4.3,Bank Offer,"1,609 Ratings & 104 Reviews"
792,Samsung Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L...,"₹35,990",37% off,4.4,Upto,"7,146 Ratings & 709 Reviews"
793,Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,"₹47,690",39% off,4.4,Upto,"12,735 Ratings & 1,018 Reviews"
794,Lenovo Yoga 7 2-in-1 Next Gen AI PC WUXGA OLED Copilot + PC Intel Core Ultra 5 226V - (16 GB/1 TB SSD/...,"₹1,07,990",28% off,,Top Discount of the Sale,
795,"ASUS Vivobook 16X for Creator, Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11 Home/4 GB ...","₹75,880",24% off,4.1,Bank Offer,189 Ratings & 17 Reviews
